text,sentiment,source
"Watching TITUS, again. Jessica Lange has a serious case of cat-eye. Regardless, this is one of those perfect films. All three hours. ",positive,twitter
@Gaby_xx Yeh I did!!  x Whoop!,positive,twitter
@charphar Prov 4:23 that's why! Google it! ,positive,twitter
"@_rosieCAKES awwwwwwwwww damn, it was mad chill too, a diff crowd and not as crazy... just chill and fun!! wish u came ",negative,twitter
@wifey_n_cali plz visit FL but you're in cali so u see the beach. o yeah atl too. lol. just not with that lakers spirit  I'm bitter. ha,positive,twitter
@petshopboys Congrats! I love the song ,positive,twitter
Even IBM uses the JEE moniker  It's &quot;JavaEE&quot; folks. You're all so lazy! ;),negative,twitter
"@scawood He was telling me how convo went &amp; I said wait, was the PO worker male? &quot;Yep.&quot; ...enough said  Heck, I'm using 'em! Funny story!",positive,twitter
Hells no I can't do both. I'm a fat ass I can't  @SpiceFlow,negative,twitter
@clairecelsi I will! Thanks! Good luck on your first show today! ,positive,twitter
@katemonsterxo aww  well you're the best too cause were twins D but ima go to sleep. Nightnight ,positive,twitter
http://twitpic.com/7ix1d - got home and found my 2 nephews in my room watching the simpsons dvd... like uncle like nephew ,positive,twitter
...is Turning Up the Volume. 200 Watts Can't Be Wrong ,positive,twitter
babay tumblr - see u on sunday or most probably monday morning  http://tumblr.com/x4k22xyul,negative,twitter
@spradders Ah - I can barely contain my excitement ,positive,twitter
AHHH. He moved to freakin CHICAGO. WHY is he coming back here all the time? And the people he's with...creepy. ,negative,twitter
@maryheaney lucky! ,negative,twitter
@indahouze2003 Lost especially you have to get the DVDs and blast through a bunch in a row. 24 too I guess. I watch too much TV ,negative,twitter
"The Finnish version of Robert Altman's ""Short Cuts"", set in the small rural town of Äänekoski. The episodes present a kaleidoscope of the eternal events, problems and emotions of human life: joy and love, deception and disillusionment, hopelessness and death. I was particularly impressed by two episodes. The first is the story of the young waitress, who tries to stir up a romance for his co-workers: she radiates an overwhelming joy of love and life. The other episode presents and old man dying in a hospital and his wife trying to help him die with dignity. Particularly striking is the way the old couple have to fight their way against the humiliating practices of the hospital and their loneliness contrasted with the ""routines"" of the hospital crew (despite the signs of occasional empathy). Compared with Altman's classic, this movie is perhaps less professional, but it is definitely a great piece of art.",positive,imdb
"@TheMikeKelly yip goinginto LK, big screen and food markets etc  can't wait....",positive,twitter
@Mrsdaughtry Yayyy for tweetdeck!! Welcome back ,positive,twitter
"@powerofpink Just sent a tweet out to follow you, your a great lady ",positive,twitter
All this technology around me and I still feel lonely. ,negative,twitter
"Youtube is infuriatingly slow, ",negative,twitter
for the video of @ddlovato :'( aah this is unfair  i really want to go to that casting  she is my idol and i would &lt;3 to be in her video,negative,twitter
i was in school to day doin me leavin ,negative,twitter
Come &amp; Play with me!   http://privatecamz.com/z/index/default/,positive,twitter
So jealous that you have been on set. Even if they didn't tret you well  The documentary and last episode aired,negative,twitter
"1$ off your next purchase @ baskin robins :/ whatever happened to &quot; get a free ice-cream, every friday&quot; or sumthin ",negative,twitter
I hate mondays  I wish I could go back to bed!,negative,twitter
@ImChrisRich You're too silly  Thanks for the laugh.,positive,twitter
Waiting  to go to college to do maths lol ,negative,twitter
@heyamandaa aww  i thought you were def doing it!!,negative,twitter
still figuring out.. what twitter is... ,positive,twitter
"@Jerrrral wait, i might still go to water world. nooooo ",negative,twitter
Good to be home  http://short.to/5036,positive,twitter
is on a nite shift ,positive,twitter
"@clarissasays hmmm..idk.  i'll figure it out somehow, someday..lol.  ",positive,twitter
@Sampalm  i'm sad i don't have the american tvchannel  i would like to watch it  and to watch E!  and abc  and things like that ...,negative,twitter
aaaargh my fone has stopped workin!!!!! so i probs wont reply to any txts ,negative,twitter
@larnsriver hey afternoon ,positive,twitter
@tommcfly I'm sure if they are real fans they won't be disappointed with you guys. They will understand that was not ur fault. ,positive,twitter
@lil69 that's good ,positive,twitter
hahah  tiredd even though i slept all day ! haha,positive,twitter
I love the rain....... when I'm not in it..  NY sucks.. But imy swag will be perfected in the summer. Bet that,negative,twitter
zzzz. going to bed. ,positive,twitter
Emo moment. I need... Sam. Or Joanne. But they're both in FREAKING Australia! ,negative,twitter
@denhha yes maam and still going strong ,positive,twitter
"I can't say that this film deserves anywhere near the amount of vitriol being heaped on it by some reviewers. Yes, it's bogged down by an overly-padded running time, hamfisted editing, and an overreliance on cheeseball special effects. And it lacks much of the energy a comedy needs to get your average audience member to sit through it without checking his or her watch. <br /><br />On the other hand, it's also got some laugh-out-loud funny lines, a talented and earnest cast, and the classic underdog premise. Macy, Stiller, and Azaria are brilliant as the ""core"" team, and Garofalo and Studi do superb work adding conflict and variety to the team. I can't say Reubens or Mitchell added much to the film overall, though each had a few chances to shine. <br /><br />The plot, as I said above, is your classic ""underdog-makes-good"" stuff. No surprises there, since you know they're going to triumph. What makes it worthwhile is not the absurd, gaudy heroes and villains, but the dialogue and interplay between the characters. Underneath it all, these people are children at heart, who just want to do right. The best scenes in the film give this film its emotional grounding. Look at Azaria's relationship with his long-suffering mother; Macy's endearing innocence in his unwillingness to accept Cap. Amazing's secret identity; Stiller's rage (not unlike that one weird, spazzy kid you once knew who'd always go into quivering, impotent rages on the playground); Garofalo's desire to avenge her father. This childlike belief that a sense of justice and goodness will always make the world a better place, is the true appeal of super-hero comics; and underneath its parodic exterior, ""Mystery Men"" shows us why these hackneyed comic-book tropes matter to so many.<br /><br />It never really gels into a satisfying whole, due to the huge number of half-baked subplots (romance, family life, conflicts within the team, etc.), but the main plot is such loopy fun that it makes up for that. The fact that it's supposed to be good, nonsensical fun seems to be lost on some of the reviewers here, so I'll issue a caveat: if you're the type of viewer who finds his enjoyment of an Itchy and Scratchy cartoon ruined by the unexplained and illogical (""Am I to believe this is some sort of.. *snort*... _magic_ xylophone?""), then you are far too literal-minded and humorless for this film. Go rent a Sandler film instead.<br /><br />(7/10)",positive,imdb
Knox be sooo bored he maybe losing his socks. never got into that unicorn kid gig because apparently its not cool to be drunk on bucky ,negative,twitter
@sallyinnorfolk oh no thats not good ,negative,twitter
fun night in davis! 5 hours of sleep and clean up  now back to reality,negative,twitter
waiting for my bdae ,positive,twitter
Another loser: Just lost the game... first time in about a week.  http://tinyurl.com/njwmrv,negative,twitter
@Nzilani how cld u get me onto tt site? why u know i hav a prob and he has my dream job bloggin abt HIM  so sad rite now!,negative,twitter
says yo!  http://plurk.com/p/x5xjp,positive,twitter
@RiskyBusinessMB wish I could come ,negative,twitter
@mattmercy yay! we will have to get together soon and do something ,positive,twitter
Looks like I have to go back to sork earlier than planned.. ,negative,twitter
"OMG my girl just woke me up, reason doesnt matter &amp; now I cant fall back to sleep  Gotta b up at 5 so maybe I'll just stay up. **sigh**",negative,twitter
Since there are Fuck Yeah!'s - potterhead: There should be. Example: fucknohitler. or fucknoasparagus hah  http://tumblr.com/xbk1p8zck,positive,twitter
"So much stuff to do and so little of it is school related -- i need to get back on the school train, i'm sorry classes. ",negative,twitter
I really don't think I will be going out to @tmoms tonight. I am feeling crappy and I'm still broke. ,negative,twitter
@DeltaWhiskey1 Oh! Ok that makes sense ;) But I'm sorry you're grumpy. That's no fun ,negative,twitter
Heat didn't stop my workout--I feel pumped! Guess I got my pep back. ,positive,twitter
Rachel McAdams makes me smile ,positive,twitter
My aunt was being extra nice and bought me jogging pants from Nike. And bought my brother basketball jersey and shorts from Nike too. ,positive,twitter
@dmarieee I'm good babe... you gonna watch pops ball in the senior citizens league?!? LMAO! I wish you came last night  call me l8r boo!!!,negative,twitter
@NathanFillion Are you a mind reader? I was just about to twit and ask if you were still on for the convention next weekend ,positive,twitter
is feeling lousy. lacks sleep and rest... ,negative,twitter
"@Irishjeeper it's ok. it could just be that my memory and math skills are horrible. lol. i got paid this week, so i'll bump it back up. ",positive,twitter
@nidialmann @2_Centz wish i was there ,negative,twitter
"the movie is far more sophisticated and intelligent is its exploration of sexual tension than such American attempts as 9 and a half weeks...the courtroom scene itself...with the couple copulating in the cage while the heroine pleads for their orgasm...is amazing...I have not seen this movie in 20 years...but it made indelible pictures in my mind...it is rich in texture and successful in creating a world where sex is the engine for all activity, and at its bottom is the yawning angst that lives in us all....the plot is European, and it meanders a bit, but so does life...especially when you are 17 and have a constant hard on....",positive,imdb
Good morning everybody. Twitter seems to have lost some responses during maintenance last night ,negative,twitter
Finished making my necrons ,positive,twitter
@TweetTwang gotta check with the bro on that...and mine is a girl ,negative,twitter
O.A.R. concert tonite... The weather either needs 2 cooperate or get really bad. I dont want 2 b rocking out in the rain ,negative,twitter
hills season finale was soo good .. now onto the movie awards ,positive,twitter
"@shandreen i know, its ruined the british gp this year ",negative,twitter
@JGamblin  can't figure out cargo game either. ,negative,twitter
@tommcfly you didn't read the story i told you about the Symphony No.9 right?  that's ok,negative,twitter
I can feel myself getting incresingly addicted to this.. WHAT IS WITH THE IMPULSE TO TELL PEOPLE WHAT I'M DOING?..oh well its fun. ,positive,twitter
"@dodimar ah, i see   have you seen nhatz's wounds then?",positive,twitter
Happy Mother's Day to all the moms out there!!    And Happy Sunday to all the non-moms. ;),positive,twitter
I'm going to bed. Workshop at Mt. Sierra College at noon 'til 4pm  I wonder if hot guys will be there!,positive,twitter
I enjoy the fact that this house possesses a computer... though can't stay online long. I think it's going to be storming in Singapore ,negative,twitter
"has to add...GO RED SOX!!...Gotta go, but yaaay, it's baseball season!!    ",positive,twitter
@MGiraudOfficial what to do?~~you can drive to SC for a meet &amp; greet.  Have a great day!,positive,twitter
@donzell RE: Free Fallin u might like this cover from my fav michael johns check it out  http://bit.ly/vMh6P,positive,twitter
Lunch time *crunch.will simply have instant noddles today ,positive,twitter
"@MariahCarey you look amazing, and I can't wait to hear it!!!!!!! It will be the highlight of my day ",positive,twitter
"@kwa22122 As long as Windows is on there, I don't know if that's possible for it to work in a constructive way.  ",positive,twitter
i know sorry! im using it to plan dinner with jenny.  ill bring it by later ,positive,twitter
"Good Morning, Everyone in Twitterland!  I am up getting ready for work can I say I HATE my job!  Have A Happy Monday! ",positive,twitter
Off to my 2nd exam ,negative,twitter
"@shelbyleigh wow, you're all Mac'd out   Did you get the MB Air, Pro, or regular?",positive,twitter
4145 tweets containing #trackle - @trackle don't you love @uberduck enough to give him an iphone? ,negative,twitter
"@azizansari I am going this evening with some girlfriends (that includes you, @melanieshim!) Just found out the theatre has free parking ",positive,twitter
@vickytcobra You are so badly choppy on stickham  Oh well maybe it'll sound better next time.,negative,twitter
maybe buying a few birdhouses and feeders will even out my karma ,negative,twitter
Happy Mothers day @Jnellz83 ,positive,twitter
@tommcfly  im Paola Garin and i feel guilty waaaaa please please please just one update,negative,twitter
is going garage sailing with his mom! ,positive,twitter
@MrArtiste Have a good one  Say hello to Dan and Mike ,positive,twitter
"If only this week can top the last one... Whatever the case, there ain't nothing better than the summer in the Northwest... ",positive,twitter
I love that @officialkristin and @DHughesy are following me now too - I feel special! Thank you! ,positive,twitter
@SSjUmi oh yes the song and the vid is really good ,positive,twitter
"after a long day, all i wanna do is sleep, but no.. i have homework  how depressing",negative,twitter
@jenniferlynnnnn Alizï¿½ man we need to get drunk together! ,positive,twitter
"@LucyKD http://twitpic.com/3l92h - Wow...you look great! And..fuck, I've never seen someone so tan! ",positive,twitter
Has had the best lunch ever...! But is now going back to work ,negative,twitter
@dougiemcfly http://twitpic.com/67uc7 - naww dougz do you have a cold  feel better!!!,negative,twitter
Good Morning Tweeple. ,positive,twitter
@ginatufano Think about Italy ,positive,twitter
Cabana music and drinks... Bye bye Jackie and Steph ,negative,twitter
"@djFORtUne Welcome back, mamma! Ck  ur email - almost time for that mix  Love",positive,twitter
"Need coffee.. @_@  Too many agenda.. student conference, small reunion of junior high, case reports.. I want an extended weekend ",negative,twitter
"@Mr_Marty i flumped all my GCSE's, thats why i have a shitty job ",negative,twitter
"Yes, the long format weekly version of Systm is going away for now... more deets here: http://bit.ly/12tOD6 (via @patricknorton) I'm sad ",negative,twitter
@LaloHovis hah. i love texas too. but not so much htown. its TOO BIG for its own good. ,positive,twitter
i want to get the sims 3 but i don't have enough money saved up ,negative,twitter
@saragarth cheers ,positive,twitter
"@alisongroves That's so sad, sorry to hear that! I hope things get better for you soon ",negative,twitter
@twhitehorn88 i miss Santa Cruz ,negative,twitter
@aleeex i don't think you've been getting my emails ,negative,twitter
@RebekahGlass  k so that's 3 out of the way; didn't Jared say he was going bk to bed?,positive,twitter
@SongwriterTC aww we're so proud ,positive,twitter
@sabrina215 @yikes77 Tks but won't play on my iPod ,negative,twitter
"@princess_louise hee hee, yes rest, u can always recover by joinin one the charity hill/mountain jaunts with us over the summer?? ",positive,twitter
@LostNMissing Twitter is not perfect   I was thinking about trying to upload a different picture to see if that worked!,negative,twitter
Hmmm Chris is has tasty nuts...but he won't share them with me ,negative,twitter
@Ulau - accept the good. that's my favourite line from &quot;things we lost in the fire&quot; ,positive,twitter
@Tittch Can't see ANY new images on DA... ,negative,twitter
@Svanes  what time do you get in.,negative,twitter
Wearing white shorts today. How long will they stay white?  #fb,positive,twitter
@cowfish Hello there!   http://twitpic.com/69aun,positive,twitter
"Our hotel is fucking awesome Time to drink vodka in the rum! So bummed @kendrajae leaves tomorrow, seriously so bummed  For now we drink!",negative,twitter
"Ok, so Entwine's tour bus caught on fire and I'm not ok w/that!  Now that's them and Kill Hannah with a close call in the past 12mos. ",negative,twitter
@Tuatha  he got worms ,negative,twitter
@monkberry we can do our homework together! instead of you just watching me do hebrew. it'll be interactive ,positive,twitter
@beltramed would be easier if it was bitumen but the Goat Track is gravel ,negative,twitter
@ClaireBolton_x Ah that sucks. And I don't think you can get unlimited texts on iPhone.  x,negative,twitter
@LisaJJackson That was one of my favorites from high school ,positive,twitter
http://twitpic.com/69r17 - PLease come home Zack!!  *heartbroken*,negative,twitter
@DMBSFgirl uhhhhhhh WE ARE!  ,positive,twitter
"Season after season, the players or characters in this show appear to be people who you'd absolutely love to hate. Is this show rigged to be that or were they chosen for the same? Each episode vilifies one single person specifically and he ends up getting killed off. You enjoy seeing them get screwed although its totally wrong and sick. You enjoy seeing them screwing others, getting screwed themselves, playing dirty, getting it back, escaping and finally getting kicked out by Trump. The amount of tears also seems to be increasing by the season.<br /><br />The rewards which attempt to compensate for past humiliation and suffering are also heavily reduced. In the newer seasons, its like ""You get to meet xyx who'll lecture you about uvw""..like who freaking cares? The characters are so hateable, collectively and individually, that you wonder if they're paid actors? The only sane one gets to win.<br /><br />Watch with caution and maintain a conscience. Those are your fellow human beings in the firing line.",positive,imdb
Just waiting out a possible flood and tornado watch and / or warning. That time of year I guess ,negative,twitter
bye everyone. ,positive,twitter
"@LouTreize Quite often (and not only bread!). Atmosphere not wet enough today, so ~4 hours before being able to put in oven. Huuungry ",positive,twitter
there have been countless times in the last 2 months were I get out my phone and start to text my sis only to remember: London ,negative,twitter
"Oh My Gosh,my cousin Allen brought to the hospitalI want to see him ",negative,twitter
@StephTwits I know!! flats really hurt after awhile ,negative,twitter
so insanely tired... work from 3am to 10 and then redoing the flooring and painting in my room. no gym today ,negative,twitter
getting ready for lunch with jaclyn and @jpedw09 ,positive,twitter
@ASMzine Thanks! We're really proud of it ,positive,twitter
Went to the bathroom this morning &amp; was greeted by a haze of cigarette smoke from the vent. Gross. Maintenance request went in just now. ,positive,twitter
@KhloeKardashian too bad we can catch it here in brazil  but good luck with your show! you're amazing!,negative,twitter
"i think i might just buy the sims 3 after my exams as a treat, cba with waiting it to download cuz my internets broken ",negative,twitter
@mrbradgoreski awwww CUTE!  we need 2 c pics! upload asap!,positive,twitter
@Mandy4422 I did not!!! Damn thing kept beeping in my ear and saying call failed ,negative,twitter
@johannacherry near what tube?  rayners in isn't turning anything up on google maps ,positive,twitter
"I saw this at a screening last night too. I was totally blown away at how much better this movie was than what I expected. Not many movies can combine dark comedy and current event drama and not have it fall apart in the conclusion.<br /><br />I won't bother rehashing the plot too much because I think the less you know about this movie going into it makes it that much better. But I will say that Adam Sandler's performance was really refreshing and real. He was funny, and much funnier than most of his most recent comedies. Don Cheadle was believable as always.<br /><br />This movie isn't funny like Borat or Billy Madison but it has a good pace about it. I'd say 90% of the audience laughed for most of the film. Midway through the movie slows down to address the drama end of things and does a really nice job of tying it all together.<br /><br />I also thought it was really cool how instead of playing up the whole black friend/white friend thing they chose to just ignore it and focus on the relationships themselves.",positive,imdb
im finally going to bed! we will see how tomorrow goes being 4/2o and all in santa cruz ill let you guys know well goodnight!  foad is bac,positive,twitter
Ugh so not going to the gym tonight ,negative,twitter
@BAYBAYBAYvh1 mmaking me jealous bay bay bay i wanted to be ur future husband ,negative,twitter
@TTFrutti I need you ,negative,twitter
"8 races 3 winners, best price $4.50 7 placegetters. Kazeman 2nd a nose @ $9 in the 7th race was painful! ",positive,twitter
"@alwayswritegerl I AM NOT A STALKER! ....but thanks ;) It was pretty good, wasn't it? ",positive,twitter
watching anime... am so happy~  ,positive,twitter
@Cohoons_World i love baseball.  me and my son are all about baseball.  i love playing too!  look forward to ur tweets later then! ,positive,twitter
why would they get rid of my thurs evening pilates class? jerks ,negative,twitter
Morning all! Sun is shining and I have to go to work ,negative,twitter
"Looking up to the heavens...in style!  Patrick's creative photography in Lyon, France. http://twitpic.com/3rhw8",positive,twitter
@Wilsurn ah but i was more referring to his transport ,positive,twitter
@Yael_80 I've still not seen it ,negative,twitter
@KmartxX  that one makes my feel really sad when i watch it,negative,twitter
@Handenry I suppose it's a good thing I left my crayons at home  haha hope you're having a great summer!,negative,twitter
"@jayadore  at your tweet. it was terrible, really very terrible, heres hoping everything thought it was hard too  good luck for tmrw!",negative,twitter
Who else finds Eminem super hot except me?  HAHA,positive,twitter
I don't like sleeping without Andrew. ,negative,twitter
one week without my little sister....hallelujah!....if only i could get rid of my baby brother ,negative,twitter
@jeffarchuleta Wow I'm very happy for him! Fantastic ,positive,twitter
@Emmmaa___ did you really have swine flu??  i hope ur all better!! x,negative,twitter
@holly_Dougiemad my mum could have droped you home ,negative,twitter
Ok I'm back and helping a friend work on his website ,positive,twitter
@TheGimliGlider hahaha. So true ,positive,twitter
Flying back to AZ today and then editing my red carpet coverage all day ,positive,twitter
call Clover ) well. we talked about s.o we don't like. and talk about when can i visit her? i really miss my her  my bff =(,negative,twitter
"Processing images from circular walk to Frant, meant to go all the way to Eridge Green but foolishly had pint halfway and not enough time ",negative,twitter
"Make that, I'm with 3 of my faveys boutta be on round 2. ",positive,twitter
I voted!  Watching a documentary about Ireland...my home! ,positive,twitter
@YellowTeacup17 thank you mom. ,positive,twitter
Well I'm of 2 my Missed bed! Got a long day 2morrow. Daughter leaving 4 5-day camp 2morrow  She's nervous...I'm just plain scared. *Nite*,negative,twitter
@rehna_tu  lucky for what?? ya had brilliant tamarind rice!! ,positive,twitter
Off to school. Big picture update coming today ,positive,twitter
@xxandip Good Morning Andi ,positive,twitter
"omg, I've made such a terrible mistake! blimey! ",negative,twitter
@CollinStraka you keep disappearing and it makes me a sad panda ,negative,twitter
@A_Conway nooooooooooooooooooooooooo ;(   ;( ,negative,twitter
Writing code. Can't tear myself away. I have a semester exam tomorrow. AND I DONNO CRAP ,negative,twitter
i can hear my liver singing the chorus to lily allen's 'its not fair' over and over.. dont think we can be friends ever again ,negative,twitter
@debaser @chuckfitz aww man - I'll miss BB and Fabs ,negative,twitter
@yaxenduff I wanted to! But opted for going in the morning later. ,negative,twitter
@iamdiddy it's all good Diddy...we are all so blessed! ,positive,twitter
@drcharlii wtf thats unfair if i roll any number u r hot *rolls a 3* ,negative,twitter
a friend said my cheeks are chubbier since the holidays  hmm..must be from all that eating..,negative,twitter
@Shaylove314 hahahaha. Struck me as a funny way to put it. Like changing your shoes. ,positive,twitter
"oh man totally ill, can't shake this virus at all not good, can't even enjoy the rare sunshine ",negative,twitter
joggin'...with my mom! ,positive,twitter
i cannot wait for school to be over... finals suckkk but i love the simple stuff of summer ,positive,twitter
Waiting 4 a table at the new Ocean Star 4 some weekend dim sum!  my day feels complete already,positive,twitter
i dont feel vewy well ,negative,twitter
I'm happy my sweetie is ok...sorry to hear that it's kidney stones ,negative,twitter
@flyguyvan can u let her kno that lady's not spayed and potty trained :/  then see if she still wants her ,negative,twitter
aww no the man who is the voice of mickey mouse died  ( i know im probbably last to know) its so sad ,negative,twitter
I'm so tired ,negative,twitter
"@DJ4D the sun frolicking is past tense, I'm back to the grind now!  And don't knock the Kyle.. you'll be a guest soon! ;)",negative,twitter
@nismoCHIK OMG I knoww! I heard about the divorce ,negative,twitter
"@thecurvature I had missed that.  I just don't even have words. I'm so glad they have a license plate #, but that doesn't bring him back. ",negative,twitter
Morning World!! Getting ready for Rehearsal!! Hope everyone's morning is great! ,positive,twitter
I'm working out wonders in Photoshop!  ,positive,twitter
@beckaroon43 have you found anything off the LEN? Like what they've gone thru in the meeting we had. i can't ,negative,twitter
oOoOo... supernatural is  on 2night ,positive,twitter
Right in the middle of a full swing Migraine and 2 hours left of Work... ,negative,twitter
headache ,negative,twitter
"http://twitpic.com/6j5d2 - My sweet puppy, Max, wants to wish everyone a happy #woofwednesday!  ",positive,twitter
"http://twitpic.com/6t0ai - picture , picture and more picture .......... ",positive,twitter
@suprlatina hey u never responded to me  I feel sad now. ,negative,twitter
It would be nice to have around 10 grand for a little startup. I'm not asking for much. ha ,positive,twitter
@druckb Strange that u ask. My neighbour is in Reliance marketing and he was asking me for feedback abt the ads. ,positive,twitter
@KatlynCika @LittleLizBiz I added both of you guys. ,positive,twitter
Wanna go bck 2 slp but my aunt is draggin me along wit her everywhere she goes!!! ,negative,twitter
"wow sick to my stomach, re: colleague called for advice on situation where caregivers jackknifed assets away from elderly tutu  FUCKERS!",negative,twitter
"@the_real_semtek I couldn't make it  i'm so so sad about that...Oli's playin with Robotnick tonite, u want GL? x",negative,twitter
"okay trying Seesmic vs Tweetdeck and all of it's flaws, gotta get used to this one, and I miss my pretty colors ",negative,twitter
@pmerric Yes... I hiked Fossil Springs Arizona last week.  Beatiful hike but they removed the dam last year and ruined a great fun spot. ,negative,twitter
Made it to level 11 on Zombiville USA. Boss zombie killed me right away.  ,negative,twitter
I love not waking up by myself ,positive,twitter
why must my new htpc be such a #$%#$^$^ to set up.. not seein the tv as a monitor via hdmi ,negative,twitter
I fell in love with somone whoÂ´s unreachable ,negative,twitter
Reading Metal Hammer and Fangoria  hurray for awesome magazines,positive,twitter
deprimi com o show em dallas! ,negative,twitter
"@MakingTheMoment ok ok it was Mike, happy? ",positive,twitter
"scary stuff. sudden emergency C section at 4pm today, C recovering, baby still in intensive care ",negative,twitter
if cupids got a gun...hes shooting ,negative,twitter
saw a ferrari f420 spyder on the way to work this morning  sadly it was not me sitting in the cockpit,negative,twitter
im not having a bad time so far on this bus. 7 hours to go. my ipods keeping me happy though ,positive,twitter
@taluta well I want to learn to hang glide this year ,positive,twitter
i'm really enjoying the hot sun in my wonderful garden. BUT there's a child in the neighborhood who plays on the flute. it's horrible ,negative,twitter
@tear96x He wont answer if he would want to be one of my sexy beast's! ,negative,twitter
I don't like the way the new version of Twitterdeck minimises to the Taskbar rather than the icon tray. ,negative,twitter
"For those of you that don't that reference, clubberin was 4 fists hitting one body...<br /><br />Anyways, onto the review.<br /><br />I miss WCW Saturday Night. Some of my favorite wrestling moments took place on this stage. I remember watching Stunning Steve Austin, Rick Rude, Brian Pillman, Cactus Jack, Dustin Rhodes, Johnny B. Badd, DDP in his jobber days, Lord Steven Regal, Harlem Heat, Ricky Steamboat, STING...I'd be here a while listing everyone. Point is WCW had an awesome roster in the pre Hogan days and they were producing entertaining television. Dusty Rhodes on commentary in it's later years gave me a whole new reason to watch when I started smoking pot as a teenager...I really wish Vince would put him on the mic for a show or two, maybe at the next Great American Bash? They CLUBBERIN! Here comes DA PLUNDA! He was great.<br /><br />-DirrTy",positive,imdb
@10rdBen It's like a Saturday morning American TV show from the 80s ,positive,twitter
@DavidsJosephine dang...i get like about 35 lately    i need moolah! lol,negative,twitter
Just ate something with dry roasted peanuts in it by mistake ,negative,twitter
spymaster has been denied access to your twiter account ,negative,twitter
@BMartha love that movie I watch it every Christmas. ,positive,twitter
"Rooting Roger Fed to his 1st French Open..Btw,i've got my head phones on..and i swear im hearing white noise ",negative,twitter
cant breath ,negative,twitter
I'm out of here. ,negative,twitter
"TAKE THAT, TAKE THAT!!!! IN YOUR FACES!!!!!!!!!!!!  Robbie won!",positive,twitter
goooodnight dallas texas. ,positive,twitter
jen was complaining na sumasakit tyan nya sa cheap na chichirya. ang solution nya? ialok sa iba  brilliant jen. simply brilliant...,positive,twitter
Happy 1 year and 3 months honeyâ¥ ,positive,twitter
@crucify_brett But I need a buddy more than you ,negative,twitter
watching the hogs game with kristin! then (attempting) studying ,negative,twitter
"Listening to Metric's new CD - not too shabby, but seems to go by far too fast   Replay All FTW!",negative,twitter
@karenshandrow North paws. LOL ,positive,twitter
Having passport problems.  Bolivia may or may not happen at this point ,negative,twitter
@kirstiealley super now I want a peanut buster parfait and it is 10pm so DQ is closed ,negative,twitter
@lauraavey will doooo...... lets hang when you get home  luv yasss!,positive,twitter
Drink whatever again ,positive,twitter
I WANT TO WATCH PIRATES!!!!!!!!!!! NOT CRAPPY WAKING THE DEAD  DAMN YOU MOTHER!!!!!!!!!!!!!,negative,twitter
@marielmoore Thank you. This has all been very stressful as you can imagine. Thanks again. ,positive,twitter
@JavierSoto3TV hahah well i go to the same place everyday so I'm starting to think you are stalking me!  hahahhah,positive,twitter
When is Father's Day in America? I always forget. ,negative,twitter
@DemSlackers i still havent got a decent score ,negative,twitter
@AFineFrenzy wich colour do you painted your nails  ?,positive,twitter
OUR EMAIL'S ARE STILL NOT WORKING....GGRRRRRRR!!!  EMAIL SURGERYTEMP@GMAIL.COM IF YOU NEED ANYTHING URGENTLY,negative,twitter
"shoot, declined! she needs to be here... ",negative,twitter
rest until the morning I love to sleep sleep now sleep and dream dreams dream with him ,negative,twitter
These are the days i wish i had my own room  http://tinyurl.com/l2bdoj,negative,twitter
Gonna Make My Farm Town...  http://is.gd/QB4y,positive,twitter
going to the doctors tomorrow. scared of what they may tell me. ,negative,twitter
life is good ,positive,twitter
i keep replaying paramore-when it rains over and over....its suits the weather and my mood ,negative,twitter
Off work - sleepy time - stoked for bahamas on weds with tonya ,positive,twitter
@etrangle  glad that Sharleez is okay now.  poor girl.  and u take care ya ,positive,twitter
Mcfly evolution for the 4th time round ,positive,twitter
listening to Paolo Nutini's new album minimix and enjoying life ,positive,twitter
@rbmartin i know thats wot reminded me of the song cos they played a clip of the vid! ,positive,twitter
"@UKDad ...with the exception of George, can all be shortened ",positive,twitter
"only one more exam left, damn i want it to be over ",negative,twitter
I'm gonna &quot;read&quot; the volleyball rules. goodbye twitter world! ,negative,twitter
@officialcharice Be safe and hurry back to US. ,positive,twitter
I WANT TO CRY ,negative,twitter
@abercoreynfitch lucky you! I have 7hrs left  ,negative,twitter
"@johncmayer awe, it's because you have to learn things. the bigger the job, the harder the test, but the reward will be worth it. ",positive,twitter
"@dougiemcfly @tommcfly good morning guys, how are you all? You know, it's frustrating, I never get a reply  ",positive,twitter
Is ravin sooo much  lol,positive,twitter
tied up in 4 hour meeting   thought it would be 2 hours,negative,twitter
Happy birthday brittany! I remembered when I turned 18! Now I'm old ,negative,twitter
"@Ulrikeb333 aaah but it seemed like such a good idea last night, didn't it ",positive,twitter
the plugin #Talon of #aviary only take &quot;screen shots&quot; of a page...  but maybe some day will be very useful (hope so..),negative,twitter
Feeling crazy cause too much homework.....  ,negative,twitter
@Sammy4u http://twitpic.com/6sdfv - Picture disappeared??? I missed it  huh... ,negative,twitter
@jephjacques Did you MEAN to have Hannelore say &quot;rat poops&quot;? Cuz it's either funny or a bad typo in the punchline... ,positive,twitter
@Aktrez haha that was cute  i like being your friend and we have been friends for a while :-D i should also say thank you as well :-D,positive,twitter
Damn Lakers. fun night with my baby  &lt;3,positive,twitter
